CESSNA,401B,2.0,0.0,2.0,01-01-1982,0,0,1,0.0,0.0,0.0,private plane
CESSNA,414,2.0,8.0,0.0,03-01-1983,1,0,0,0.0,8.0,1.0,private plane
BEECH,BE-58,2.0,1.0,0.0,03-01-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-34,2.0,2.0,0.0,04-01-1983,1,0,0,0.0,2.0,1.0,private plane
CESSNA,Skymaster,2.0,2.0,0.0,04-01-1983,1,0,0,2.0,4.0,1.0,private plane
PIPER,PA-31,2.0,2.0,0.0,05-01-1983,1,0,0,0.0,2.0,1.0,private plane
CESSNA,340,2.0,0.0,3.0,06-01-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,3.0,09-01-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,0.0,10-01-1983,1,0,0,2.0,2.0,1.0,private plane
PIPER,PA-23,2.0,0.0,2.0,10-01-1983,1,0,0,0.0,0.0,0.0,private plane
EMBRAER,EMB110,2.0,0.0,2.0,12-01-1983,0,1,0,0.0,0.0,0.0,private plane
CESSNA,414,2.0,0.0,0.0,12-01-1983,1,0,0,3.0,3.0,1.0,private plane
PIPER,PA-31,2.0,0.0,2.0,13-01-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,C45,2.0,0.0,2.0,15-01-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,1.0,0.0,17-01-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,0.0,17-01-1983,1,0,0,3.0,3.0,1.0,private plane
BEECH,F50,2.0,2.0,0.0,17-01-1983,1,0,0,0.0,2.0,1.0,private plane
PIPER,AEROSTAR 601P,2.0,0.0,2.0,19-01-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,340,2.0,0.0,2.0,19-01-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,2.0,20-01-1983,0,1,0,0.0,0.0,0.0,private plane
BEECH,58,2.0,2.0,0.0,20-01-1983,1,0,0,0.0,2.0,1.0,private plane
PIPER,PA-23,2.0,1.0,0.0,20-01-1983,1,0,0,0.0,1.0,1.0,private plane
CESSNA,402,2.0,1.0,0.0,21-01-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-23,2.0,0.0,0.0,21-01-1983,1,0,0,3.0,3.0,1.0,private plane
PIPER,PA-34,2.0,0.0,3.0,23-01-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,340,2.0,0.0,2.0,28-01-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,B200,2.0,0.0,2.0,29-01-1983,0,0,0,0.0,0.0,0.0,private plane
BEECH,99,2.0,0.0,0.0,01-02-1983,1,0,0,7.0,7.0,1.0,private plane
PIPER,PA-23,2.0,1.0,0.0,02-02-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,0.0,06-02-1983,1,0,0,2.0,2.0,1.0,private plane
BEECH,200,2.0,0.0,10.0,09-02-1983,0,0,0,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,1.0,09-02-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,C55,2.0,2.0,0.0,10-02-1983,1,0,0,0.0,2.0,1.0,private plane
CESSNA,421,2.0,0.0,2.0,10-02-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,401,2.0,0.0,5.0,10-02-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,421,2.0,2.0,0.0,11-02-1983,1,0,0,0.0,2.0,1.0,private plane
PIPER,PA-34,2.0,1.0,0.0,13-02-1983,1,0,0,0.0,1.0,1.0,private plane
BOEING,737,2.0,0.0,119.0,15-02-1983,0,1,0,0.0,0.0,0.0,large airliner
PIPER,PA-23,2.0,1.0,0.0,15-02-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,2.0,15-02-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,8.0,0.0,16-02-1983,1,0,0,0.0,8.0,1.0,private plane
BEECH,90,2.0,0.0,4.0,16-02-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,6.0,17-02-1983,0,0,1,0.0,0.0,0.0,private plane
EMBRAER,EMB110,2.0,0.0,16.0,18-02-1983,0,1,0,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,3.0,19-02-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,1.0,19-02-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,404,2.0,0.0,7.0,19-02-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,56TC,2.0,0.0,1.0,20-02-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,6.0,22-02-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-60,2.0,0.0,1.0,22-02-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-60,2.0,0.0,3.0,23-02-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,C55,2.0,1.0,0.0,24-02-1983,1,0,0,0.0,1.0,1.0,private plane
CESSNA,414,2.0,0.0,1.0,24-02-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,3.0,25-02-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,5.0,25-02-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,D18S,2.0,0.0,1.0,25-02-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,B90,2.0,0.0,3.0,26-02-1983,0,1,0,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,2.0,04-03-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,0.0,2.0,05-03-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,B58,2.0,0.0,1.0,05-03-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,06-03-1983,1,0,0,0.0,0.0,0.0,private plane
BOEING,707,4.0,1.0,0.0,08-03-1983,0,0,0,0.0,1.0,1.0,large airliner
BEECH,E18S,2.0,0.0,0.0,08-03-1983,0,0,1,1.0,1.0,1.0,private plane
PIPER,PA-23,2.0,0.0,3.0,08-03-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,Skymaster,2.0,1.0,0.0,11-03-1983,1,0,0,0.0,1.0,1.0,private plane
BEECH,B55,2.0,0.0,2.0,11-03-1983,0,1,0,0.0,0.0,0.0,private plane
BEECH,B55,2.0,0.0,1.0,11-03-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-38,2.0,0.0,1.0,12-03-1983,1,0,0,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,3.0,12-03-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,4.0,12-03-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,Citation,2.0,0.0,2.0,12-03-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,200,2.0,0.0,4.0,13-03-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-28,2.0,0.0,1.0,13-03-1983,0,0,1,3.0,3.0,0.75,private plane
BEECH,C45,2.0,1.0,0.0,14-03-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,4.0,15-03-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,58,2.0,1.0,0.0,16-03-1983,1,0,0,0.0,1.0,1.0,private plane
CESSNA,340,2.0,3.0,0.0,16-03-1983,1,0,0,0.0,3.0,1.0,private plane
CESSNA,402,2.0,0.0,3.0,16-03-1983,0,1,0,0.0,0.0,0.0,private plane
CESSNA,340,2.0,0.0,1.0,16-03-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,401,2.0,5.0,0.0,18-03-1983,1,0,0,2.0,7.0,1.0,private plane
CESSNA,421,2.0,1.0,0.0,18-03-1983,1,0,0,2.0,3.0,1.0,private plane
CESSNA,421,2.0,0.0,1.0,19-03-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,414,2.0,0.0,0.0,23-03-1983,1,0,0,2.0,2.0,1.0,private plane
BEECH,65-A90,2.0,0.0,2.0,23-03-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,2.0,24-03-1983,0,1,0,0.0,0.0,0.0,private plane
PIPER,PA-30,2.0,0.0,1.0,24-03-1983,0,0,1,0.0,0.0,0.0,private plane
BOEING,707,4.0,0.0,7.0,24-03-1983,0,0,1,0.0,0.0,0.0,large airliner
GULFSTREAM,G-159C,2.0,0.0,20.0,25-03-1983,0,0,0,0.0,0.0,0.0,regional airliner
BEECH,65-88,2.0,0.0,2.0,25-03-1983,0,1,0,0.0,0.0,0.0,private plane
BEECH,58,2.0,0.0,3.0,25-03-1983,0,0,1,1.0,1.0,0.25,private plane
BEECH,58,2.0,6.0,0.0,26-03-1983,1,0,0,0.0,6.0,1.0,private plane
BEECH,B55,2.0,0.0,2.0,27-03-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-32,2.0,0.0,7.0,28-03-1983,0,0,1,0.0,0.0,0.0,private plane
GULFSTREAM,690,2.0,1.0,0.0,29-03-1983,1,0,0,0.0,1.0,1.0,private plane
PIPER,PA-31,2.0,0.0,3.0,02-04-1983,0,1,0,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,2.0,02-04-1983,0,1,0,0.0,0.0,0.0,private plane
BEECH,D55,2.0,0.0,2.0,03-04-1983,1,0,0,0.0,0.0,0.0,private plane
PIPER,601P,2.0,0.0,5.0,04-04-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,3.0,05-04-1983,0,1,0,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,0.0,05-04-1983,1,0,0,5.0,5.0,1.0,private plane
BEECH,E55,2.0,2.0,0.0,06-04-1983,1,0,0,0.0,2.0,1.0,private plane
CESSNA,421,2.0,0.0,2.0,06-04-1983,0,0,1,1.0,1.0,0.3333333333333333,private plane
PIPER,PA-23,2.0,0.0,3.0,07-04-1983,1,0,0,0.0,0.0,0.0,private plane
CESSNA,340,2.0,0.0,1.0,07-04-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,65-A90,2.0,0.0,2.0,07-04-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,C-18S,2.0,0.0,9.0,08-04-1983,0,0,1,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,108.0,09-04-1983,0,1,0,0.0,0.0,0.0,large airliner
PIPER,PA-23,2.0,0.0,5.0,11-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,AEROSTAR 602P,2.0,0.0,3.0,12-04-1983,0,0,1,1.0,1.0,0.25,private plane
PIPER,PA-34,2.0,0.0,1.0,13-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,7.0,15-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,4.0,16-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-34,2.0,0.0,1.0,16-04-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,150,2.0,0.0,2.0,17-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,3.0,0.0,18-04-1983,1,0,0,0.0,3.0,1.0,private plane
CESSNA,411,2.0,5.0,0.0,18-04-1983,1,0,0,0.0,5.0,1.0,private plane
BEECH,BE-99,2.0,0.0,11.0,18-04-1983,0,1,0,0.0,0.0,0.0,private plane
BOEING,727,3.0,0.0,68.0,18-04-1983,0,0,1,0.0,0.0,0.0,large airliner
BEECH,B95,2.0,1.0,0.0,21-04-1983,1,0,0,0.0,1.0,1.0,private plane
BEECH,A60,2.0,0.0,1.0,23-04-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,421,2.0,0.0,0.0,25-04-1983,1,0,0,3.0,3.0,1.0,private plane
BEECH,B55,2.0,0.0,4.0,25-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,25-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-44,2.0,0.0,2.0,26-04-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,90,2.0,0.0,1.0,26-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,601P,2.0,0.0,4.0,27-04-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,27-04-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,411A,2.0,1.0,0.0,28-04-1983,1,0,0,0.0,1.0,1.0,private plane
BEECH,E18S,2.0,2.0,0.0,28-04-1983,1,0,0,0.0,2.0,1.0,private plane
PIPER,PA-31,2.0,0.0,7.0,30-04-1983,0,1,0,0.0,0.0,0.0,private plane
PIPER,PA-23,2.0,0.0,1.0,01-05-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-31,2.0,0.0,1.0,02-05-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,56TC,2.0,0.0,5.0,02-05-1983,0,0,1,0.0,0.0,0.0,private plane
BEECH,B90,2.0,7.0,0.0,05-05-1983,1,0,0,0.0,7.0,1.0,private plane
LEARJET,PA-23,2.0,4.0,0.0,06-05-1983,1,0,0,0.0,4.0,1.0,private plane
PIPER,PA-34,2.0,0.0,5.0,06-05-1983,0,0,1,0.0,0.0,0.0,private plane
CESSNA,402,2.0,0.0,8.0,06-05-1983,0,0,1,0.0,0.0,0.0,private plane
PIPER,PA-28,4.0,0.0,1.0,08-05-1983,0,0,1,0.0,0.0,0.0,private plane
GULFSTREAM,980(695),2.0,2.0,0.0,12-05-1983,1,0,0,0.0,2.0,1.0,private plane
